id,label,tweet
2933,-1,b'@dr_rita39 @realDonaldTrump About kashmiri Muslim woman being kidnapped and so on by forces'
2934,0,b'@Attique179 @Shehla_Rashid Lol you still believe your pork loving and alcohol addict Jinnah made Pakistan \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 The o\xe2\x80\xa6 https://t.co/StB7tiJU6W'
2935,-1,"b'Shame on you @MohamedBinZayed @HappyUAE \n""Modi conferred with UAE\'s highest civilian award ""Order of Zayed"" by Crow\xe2\x80\xa6 https://t.co/rcCvTULnlD'"
2936,-1,b'@NazShahBfd @AlArabiya_Eng @AJEnglish @sayedzbukhari @geonews_english @UAEEmbassyUK @Dawn_News @MehwishHayat\xe2\x80\xa6 https://t.co/vMbacngILK'
2937,1,b'@ishrarul @RahulGandhi I am not Muslim to be hate monger'
2938,-1,b'@ArmeenaRK @iamsrk has to promote such stuff else he will b lynched for being a muslim in india.minorities are in threat'
2939,-1,b'@Darkwol00012368 @toaliraza @schaheid @peaceforchange This person who runs Haqeeqat tv lives just under gafoora nut\xe2\x80\xa6 https://t.co/bj7v6ZxDCs'
2940,-1,"b""@fury_101 @Staplerforpeace @ajplus If you don't know history don't talk about it.. similar no. Of hindu people died\xe2\x80\xa6 https://t.co/MxwBKjum9k"""
2941,-1,"b'This is what India media wont show you.Nightraids,communication blockade, curfew, torture all sorts of atrocity kas\xe2\x80\xa6 https://t.co/tgAO8YO3tw'"
2942,1,"b""How sick this country is. A Muslim man wants to confirm if McD is halal. It's his choice and his belief. What's wro\xe2\x80\xa6 https://t.co/9yTSSlOpHU"""
2943,1,"b""@majorgauravarya You're late to realize what religion is all about?\nIt will not survive, the westernization will ea\xe2\x80\xa6 https://t.co/JcaKF7DZLt"""
2944,-1,"b""@lfrayer @ntrisal I don't know how people become expert on kashmir without visiting the place once. You should visi\xe2\x80\xa6 https://t.co/bBjE45mw9L"""
2945,-1,"b""The global human rights organizations only work for the rights of Hindus, Christians and Jews. Why don't they see t\xe2\x80\xa6 https://t.co/CBlcoq6rWq"""
2946,-1,"b'@TheNationalUAE @NationalComment Modi and his RSS Fascists is killing Millions of Muslim,s in India and Kashmir and\xe2\x80\xa6 https://t.co/PdhoYdcJ6Q'"
2947,-1,b'@AshishR54405618 @AJEnglish What does modi do with prince salman of KSA ? Goes to Muslim kingdom for?'
2948,1,"b'@RVankwani On the other hand Indian Muslim men wear their skullcaps, women wear Burkha/hijab, use loudspeakers on e\xe2\x80\xa6 https://t.co/DFyOnks1Ty'"
2949,-1,"b""@ashoswai @ndtv He is v cleaver dual faced man. He didn'd wanted to offended neither india nor Muslim countries.\nHe\xe2\x80\xa6 https://t.co/9xBfzyxUX4"""
2950,0,b'@bidishalolo @khamenei_ir They why abolishing special status? What reason? Kashmir is the only Muslim state in Indi\xe2\x80\xa6 https://t.co/XaMIrpJso5'
2951,-1,b'@sickulr We Muslim ruled over you for 1000 years &amp; yet left u hindu majority! If we had done what you have been doi\xe2\x80\xa6 https://t.co/afidx29PxU'
2952,1,"b'@RizviUzair You are wrong, the biggest supporters of Pakistan were Tamil nadu muslim unions, but they never migrate\xe2\x80\xa6 https://t.co/02PU99Lg7l'"
2953,0,b'@SyedaAyeshaPTI The modi and netanhayu right now work one the same policy of killing residents and fill the Muslim\xe2\x80\xa6 https://t.co/ghISzAGr7v'
2954,1,b'@NooreArsh12 @akhan2201 Unfortunately our Muslim nations are busy in decorating the Indian tyrant with highest civilian awards #UAE'
2955,-1,b'@Ritika19 @rraoind @aadharscam @Shehla_Rashid @quint If you read HR reports of UNSC u will find it all. And as I sa\xe2\x80\xa6 https://t.co/I0UeBJDb3j'
2956,-1,b'@TarekFatah Baluchistan are preparing for Jammu and kashmir.\nPagal kutto this is the difference between Muslims and\xe2\x80\xa6 https://t.co/bBkgJXSn2Z'
2957,-1,"b'@SameerGojwari @rainarajesh @JeelaniReports Then why to start from 1947 , we can go back to 13th century kashmir wh\xe2\x80\xa6 https://t.co/ZM00buJFBc'"
2958,-1,b'@drpsvvardhan We Muslim ruled over you for thousand years and yet left you hindu majority! If we had done what you\xe2\x80\xa6 https://t.co/nU3UJW7OJu'
2959,-1,"b'@KashifMD @SidrahDP @SameeraKhan @intellectroll @sabizak @nadiajqureshi As an Indian Muslim, I totally agree with y\xe2\x80\xa6 https://t.co/Ysdrvd29Bt'"
2960,-1,b'@engineer_hu_bey @parikshitmehta @FatmaMu66724878 @ANI @ImranKhanPTI @OfficialDGISPR @ARYNEWSOFFICIAL @BDUTT @UN\xe2\x80\xa6 https://t.co/lGsLXSzG5Z'
2961,-1,b'Well said my Muslim brother https://t.co/TVViXljGps'
2962,-1,"b'The ideality of the illiterate and bakhts is that.\nIf you are muslim of kashmir the you are gadaar, irrespective of\xe2\x80\xa6 https://t.co/bEY1mQlFm1'"
2963,1,"b'WHAT A DOUBLE STANDARD.!\n\n- China Admits ""India is a victim of terrorism and extremism.""\n\n- China supporting\xe2\x80\xa6 https://t.co/DkS7ZwkBrR'"
2964,0,"b'""As for the Hindu-Muslim TFR difference, which is significant (2.1 per cent for Hindus and 2.6 per cent for Muslims\xe2\x80\xa6 https://t.co/qdbOTHjznf'"
2965,0,"b""He who performs the Wudu' perfectly according to the Sunnah, his sins will depart from his body, even from under his nails [Muslim]"""
2966,1,b'@RiaRevealed @INCIndia Being I Muslim I like Hindus but not hundutva RSS and other such party members'
2967,-1,b'@Chaiti @JhaSanjay @Shehla_Rashid Of course she can question and do can Imran Khan and Hafiz Sayed aswell. We are a\xe2\x80\xa6 https://t.co/yRQFvlBGyf'
2968,-1,b'@aadeshkarn3 @ANI Now its the turn of Indian youth to understand the truth and shitt.\nWar brings only destruction.\xe2\x80\xa6 https://t.co/EwBlZoHIzb'
2969,0,b'@aadeshkarn3 @ANI Bro Pakistan trust me is developed among new young countries counted among top 5 nuclear super po\xe2\x80\xa6 https://t.co/OyTTPwdLSj'
2970,0,b'@zaidisab07 @AshrafFem @ssnafees Why you request for Muslim Regiment ?\nBcas Soldiers have No Religion! Ok bro! Mind\xe2\x80\xa6 https://t.co/ViSXK338Oc'
2971,-1,b'@detresfa_ @SikanderAsif11 No need to activated hydrabrad its a total Muslim city'
2972,-1,b'I totally disagree with this news! some anty Nationalist produced her as the name of a muslim Women! agencies shoul\xe2\x80\xa6 https://t.co/eqi4SJfm21'
2973,0,"b'@AsifGhaf00r @Deepsanchi @Shehla_Rashid New account, eh?  Pretending to be Muslim? Must be a new saffron terrorist tactic.'"
2974,0,"b""@HarbirSingh_ When Tarek Fateh says 'My kind of Muslim' to almost any Muslim he likes in the world, Tawhidi goes co\xe2\x80\xa6 https://t.co/UGzDrCaJj7"""
2975,-1,"b""And please don't make it a Muslim bashing thread. Instead share your stories of introspection from what you were fe\xe2\x80\xa6 https://t.co/NMQOYT1zl9"""
2976,1,b'They and Arabic !!!!!!!!\n.\n..\nItz nice statement or should i say a blatant n blind accusation ... #bjp is anti-musl\xe2\x80\xa6 https://t.co/dxfesTmfVY'
2977,1,b'Information asymmetry is an enemy of the Muslim community. We are carefully fed information that feeds into our par\xe2\x80\xa6 https://t.co/sNi6fzy2Al'
2978,-1,"b""You don't have to be Muslim to help Kashmir\nYou just have to be human\n#kashmirbleeds"""
2979,-1,"b'This is How Hindu Terrorist Army Treats us , our homes are burning and Muslim Ummah is only condemning !\nYa Allah H\xe2\x80\xa6 https://t.co/mKTKcmcetq'"
2980,-1,"b'There is no Muslim ruled land in this world where minorities have even token rights, or equality. https://t.co/y3SHYmg0Hv'"
2981,-1,b'@casaurabhchabra @pid_gov @ImranKhanPTI Yo dot member of #WanarSana yet to evolve as fully human! The only living p\xe2\x80\xa6 https://t.co/qVqhnbma0E'
2982,-1,b'Muslim women reportedly \xe2\x80\x98sterilized\xe2\x80\x99 in Chinese \xe2\x80\x98re-education\xe2\x80\x99 camps https://t.co/RPjRz2P8J1'
2983,-1,"b'@672rahul Yes, i said they are muslim/islamic flags.\nIn Kashmir they are used because we are muslims. \nIsis just mi\xe2\x80\xa6 https://t.co/4UAyUqgOaW'"
2984,-1,"b'@672rahul You dont know even inch of KPs. That superficially satisfies your position against muslim, you will use it. Simple.'"
2985,-1,b'@672rahul Yes like bjp uses hindu religious flags nut arent hindu.\nI denounced isis as muslim/islamic organization.\xe2\x80\xa6 https://t.co/Ag4F8NeYwA'
2986,-1,"b'@672rahul Kaha se kaha aaya. \nWe are muslims, and we will use muslim flags. Simple. \n\nWhen Hindus protest(even for\xe2\x80\xa6 https://t.co/XehkxDRcJb'"
2987,-1,"b'@672rahul Use internet properly, for your betterment. Learn to understand things.\nDont search frol anti muslim site\xe2\x80\xa6 https://t.co/9pftI6p0cl'"
2988,0,"b'@672rahul Your head is filled with speakers explaining everything of antimuslims. One thing is clear, you cant defi\xe2\x80\xa6 https://t.co/DMFXMDluwX'"
2989,0,"b'@Iyervval @HarbirSingh_ Do you really think that now that 370 is done, Islamisation would stop? It is fuelled by th\xe2\x80\xa6 https://t.co/UfA6ly7hMx'"
2990,-1,b'@AliJan20200 Saffronist ..?\nUpdate and revise ur history lessons .\nML wanted an Islamic state and played into hands\xe2\x80\xa6 https://t.co/nPs56VUXmy'
2991,0,b'@Rolee_Kachru That means 370 was Muslim victory over hindu. This newspaper is not even fit for toilet paper.'
2992,-1,"b""@YusufDFI Britainistan:Pakistan(two nation theory) Occupied Mind.since 1937 indian elections.idea in 1905,seed's by\xe2\x80\xa6 https://t.co/n3arQx442c"""
2993,-1,"b'@devvratdubey2 @SreeBasu84 @SyedRiz46367215 @BDUTT Ur india never revolted against Muslim rule, but India revolted\xe2\x80\xa6 https://t.co/AW6HhaGJAj'"
2994,-1,b'@GabbarSanghi @FrankBullit67 Those fellow Muslim countries never uttered a word about Xinjiang either. McKarthyism\xe2\x80\xa6 https://t.co/U1vMKIBer7'
2995,-1,"b'@ruwashah15 Inn se kya gila, our so called Muslim countries didnt take stand except turkey... \xf0\x9f\x98\x8f'"
2996,-1,"b'@GAUTAMGUPTA10 @alisalmanalvi Yo dot head #Wanar, don\xe2\x80\x99t you forget ur #WanarNation is a tiny dot on the map! &amp; we\xe2\x80\xa6 https://t.co/yQBBlC5KzB'"
2997,-1,"b'#RSS mentality exposed, it is like a hindu mob grabbing a Muslim &amp; then asks him to chant jai shri ram; in a simila\xe2\x80\xa6 https://t.co/UCtnJ4SfZA'"
2998,-1,"b'@PaulDeoSan @SushantSin I can only say one thing to you, everything has two sides, two point of views. We all perce\xe2\x80\xa6 https://t.co/kZgvQoY4yw'"
2999,1,"b'@Nidhi @RahulGandhi And you were never heartbroken to see this. \nSix month old kid killed by kashmiri muslim, his f\xe2\x80\xa6 https://t.co/Uh8jVgocSt'"
3000,-1,b'@Chandra_bhs @farayb05 @tavleen_singh I am not here to play Hindu Muslim. Stay blessed'
3001,-1,b'#Hindu you must come to One God Allah https://t.co/JbinQDw2xB'
3002,1,b'@mahamabedi @Reuters This 6 month old kid was not lucky even to protest. \nHe was killed by your Kashmiri muslims an\xe2\x80\xa6 https://t.co/0tzM9xJozc'
3003,1,"b'\xe2\x80\x9cThe Army forced us to chant \xe2\x80\x98Jai Hind\xe2\x80\x99 and \xe2\x80\x98Vande Mataram,\xe2\x80\x99\xe2\x80\x9d said one resident, referring to two patriotic Hindu s\xe2\x80\xa6 https://t.co/5Gfe9ZVNQ6'"
3004,0,b'@SameeraKhan cool down...Maybe this will help you to reduce frustration on hindu people\nhttps://t.co/xpVWtyWOSk'
3005,1,b'@fury_101 This man lives in Sweden and talking rubbish on every single topic on twitter.. he is hindu but he hates\xe2\x80\xa6 https://t.co/fsjH2s2n4E'
3006,-1,"b""@fury_101 @Staplerforpeace @ajplus If you don't know history don't talk about it.. similar no. Of hindu people died\xe2\x80\xa6 https://t.co/MxwBKjum9k"""
3007,1,b'@Amrita_pandey1 Respect lady no women was raped may be any Hindu was killed no comments on that.\nNo one banished th\xe2\x80\xa6 https://t.co/P7pgAklEBp'
3008,1,"b""@majorgauravarya You're late to realize what religion is all about?\nIt will not survive, the westernization will ea\xe2\x80\xa6 https://t.co/JcaKF7DZLt"""
3009,1,"b""@imMAK02 @trtworld Yes India will become Hindustan (Hindu Nation)\nReally sorry for the inconveniences!!\nBut it's ha\xe2\x80\xa6 https://t.co/SaIwJRCt9c"""
3010,-1,"b""@lfrayer @ntrisal I don't know how people become expert on kashmir without visiting the place once. You should visi\xe2\x80\xa6 https://t.co/bBjE45mw9L"""
3011,-1,b'@MPLadakh @narendramodi @AmitShah @BJP4India @BJP4JnK Indian law cannot be imposed in Kashmir because Kashmir is a\xe2\x80\xa6 https://t.co/6DxcP1dxOb'
3012,-1,"b""@majorgauravarya According to 1951 Census Hindu population of Pakistan was 1.6% and now is 1.5%.\n\nPlease don't spre\xe2\x80\xa6 https://t.co/p7mJ5Y35kE"""
3013,0,b'Proud to be Hindu\xe2\x99\xa5\xef\xb8\x8f. https://t.co/KKour9x155'
3014,1,"b'@dr_rita39 @MehrTarar No, you are wrong. There are lots of foreign nationals married to kashmiris. Even Hindu girls. Time has changed'"
3015,0,b'@radbrowndads I welcome if this happens! India should become Hindu state! Why Pakistan should have all the fun of Islamic republic'
3016,-1,b'@RVankwani Have some shame Ramesh while talking about the minorities of pakistan who cant openly practise their rel\xe2\x80\xa6 https://t.co/ISynjhYzYM'
3017,-1,b'@thehindubiz @the_hindu Everyone will remember how did it started .   Bluffing people &amp; those bluffed ones are cause of sinking ship'
3018,-1,b'@sickulr We Muslim ruled over you for 1000 years &amp; yet left u hindu majority! If we had done what you have been doi\xe2\x80\xa6 https://t.co/afidx29PxU'
3019,0,b'Chidambaram is the  true Hindu who is going to celebrate Krishna Janmastami in Jail !\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#HappyJanmashtami all . \n#ChidambaramArrested'
3020,-1,b'@Ritika19 @rraoind @aadharscam @Shehla_Rashid @quint If you read HR reports of UNSC u will find it all. And as I sa\xe2\x80\xa6 https://t.co/I0UeBJDb3j'
3021,0,"b'@SameerGojwari @rainarajesh @JeelaniReports If you are originally from Kashmir, you were hindu forced to convert to\xe2\x80\xa6 https://t.co/WbqzlXPPQs'"
3022,-1,b'@drpsvvardhan We Muslim ruled over you for thousand years and yet left you hindu majority! If we had done what you\xe2\x80\xa6 https://t.co/nU3UJW7OJu'
3023,0,"b'@zebatweets Oh my God so much zulum, have you told about this zulum to your Hindu neighbour, they can be of some he\xe2\x80\xa6 https://t.co/4QpSYNZ69E'"
3024,-1,b'#UN #India #Hindu #GodiMedia #Bjp shame on you https://t.co/Pu8YIzBxsZ'
3025,-1,b'@engineer_hu_bey @parikshitmehta @FatmaMu66724878 @ANI @ImranKhanPTI @OfficialDGISPR @ARYNEWSOFFICIAL @BDUTT @UN\xe2\x80\xa6 https://t.co/lGsLXSzG5Z'
3026,0,"b'""As for the Hindu-Muslim TFR difference, which is significant (2.1 per cent for Hindus and 2.6 per cent for Muslims\xe2\x80\xa6 https://t.co/qdbOTHjznf'"
3027,0,b'@the_hindu Wow so progressive \xf0\x9f\x96\x95'
3028,0,"b'How Hindu Nationalists make India proud internationally.\n \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nBesides, rest all are anti-nationals. https://t.co/6E9O0efoD2'"
3029,0,b'@dy1097 @ShekharGupta @BBCWorld @URDUVOA @AJEnglish @aajtak @republic Islam is peaceful religion just like yours i\xe2\x80\xa6 https://t.co/zqfZLDE0tc'
3030,-1,"b""@majorgauravarya @spvaid Why don't brahmans, shatriyas, rajputs etc Hindus never allow to do pooja with a low cast\xe2\x80\xa6 https://t.co/XqGQgjOP7o"""
3031,0,"b'@listenshahid Being a puppet of #HINDU_STAN having full fledged facilities of phone communication,transport, access\xe2\x80\xa6 https://t.co/21Ejd14Fu0'"
3032,1,"b""@madan036 @PratapIndian1 @hussain_imtiyaz @ShefVaidya Then why your Hindu so called gurus can't withstand him. Arrogance is bad"""
3033,0,b'@goswami_brajen @Shehla_Rashid @kavita_krishnan @tathagata2 @tathagata2  has rightly described himself as right win\xe2\x80\xa6 https://t.co/EkbLICl7nT'
3034,1,b'@Imamofpeace It was a hindu land so do u mean india should kill all Muslims so that it stays a hindu land\nThe place\xe2\x80\xa6 https://t.co/85WVPOsy7A'
3035,0,"b'Today marks the 14th day of complete lockdown of my #Kashmir, ppl cannot get out of their homes, no food, no electr\xe2\x80\xa6 https://t.co/mh2LM4rOdH'"
3036,-1,b'@RANlMUKERJI They are making a Hindu nation Muslims not needed'
3037,-1,b'@meghna88888 The Hindu hasn\xe2\x80\x99t provided all the details. Read the piece written in this blog. \n\nhttps://t.co/lDvDnWZpAj'
3038,-1,"b'This is How Hindu Terrorist Army Treats us , our homes are burning and Muslim Ummah is only condemning !\nYa Allah H\xe2\x80\xa6 https://t.co/mKTKcmcetq'"
3039,0,"b'@Yaggibhai1 No immigrant, far less a Hindu can even get the citizenship. Many rights are only for the citizens in that country.'"
3040,-1,b'Is it? https://t.co/ou5ibFobVV'
3041,0,"b""@zeerax26 @MireMirran @rahulpandita SUCK IT !\nMy friend's family didn't left Kashmir, He is alive and still Hindu\na\xe2\x80\xa6 https://t.co/F6Cf8aWqG0"""
3042,-1,"b'@672rahul Yes, i said they are muslim/islamic flags.\nIn Kashmir they are used because we are muslims. \nIsis just mi\xe2\x80\xa6 https://t.co/4UAyUqgOaW'"
3043,-1,b'@672rahul Yes like bjp uses hindu religious flags nut arent hindu.\nI denounced isis as muslim/islamic organization.\xe2\x80\xa6 https://t.co/Ag4F8NeYwA'
3044,-1,"b'@672rahul Kaha se kaha aaya. \nWe are muslims, and we will use muslim flags. Simple. \n\nWhen Hindus protest(even for\xe2\x80\xa6 https://t.co/XehkxDRcJb'"
3045,-1,"b'Sharada Peeth, a temple dedicated to the Hindu Goddess Saraswati. Now in the PoK https://t.co/PAzC7Hv3ob'"
3046,-1,b'The Kashmir crisis isn\xe2\x80\x99t about territory. It\xe2\x80\x99s about a Hindu victory over Islam.\n@washingtonpost @kapskom\xe2\x80\xa6 https://t.co/hOrUfXjS5l'
3047,1,"b'@rahulpandita #WanarSana has to leave my #Kashmir, we #Kashmir\xe2\x80\x99s has nothing common with ur #WanarNation ! Keep on\xe2\x80\xa6 https://t.co/YJReWjNwcg'"
3048,1,b'@AdityaHazarik20 @cjwerleman What happened was wrong \n\nDo you mean their migration defines the genocide India is do\xe2\x80\xa6 https://t.co/QykkO88DHC'
3049,-1,b'@DrSantoshJoshi2 Aray bath moron....I am from #iok our development is freedom from you hinduvta hindu-stan #un\xe2\x80\xa6 https://t.co/LsM2PC6DpY'
3050,-1,"b""Spare some minutes. \nTo me this is a very deep wound, on a never return path and for that sake one can't operate it\xe2\x80\xa6 https://t.co/fiQuLNk5I0"""
3051,0,b'@Rolee_Kachru That means 370 was Muslim victory over hindu. This newspaper is not even fit for toilet paper.'
3052,-1,b'@timesofindia Hindu majority districts.. \nIt shows GOI only care about those people'
3053,0,b'@RT_com India is now in the Hand of Hindu party called RSS they have there own ideology to takeover all countries a\xe2\x80\xa6 https://t.co/tH0roxiCAR'
3054,-1,b'@niazbeen313 1)And your dad is begging to Pakistan to help his Army out from Afghanistan.This is how to earn your N\xe2\x80\xa6 https://t.co/WXUEEa7q4q'
3055,-1,"b""@YusufDFI Britainistan:Pakistan(two nation theory) Occupied Mind.since 1937 indian elections.idea in 1905,seed's by\xe2\x80\xa6 https://t.co/n3arQx442c"""
3056,0,b'@SanjeevSanskrit Bro india is 2nd in world largest beef exporter...and mostly owners hindu hai..so anything you wan\xe2\x80\xa6 https://t.co/N8fxVY0zWH'
3057,0,b'@kailash_c27 @the_hindu At the end.. We will win.. It is same condition when India was fighting against british..'
3058,0,"b'@aksh393 @ShekharGupta And it hardly matters, who is with us, whats rgt is rgt.\nAnd 1 more point for you, modi is o\xe2\x80\xa6 https://t.co/XZ25TavtTI'"
3059,0,b'@renukamishra67 @himanshulalips @IPS_Association @odisha_police @IASassociation Who is responsible for this days to\xe2\x80\xa6 https://t.co/9PBRNgllfp'
3060,0,"b""First civilian death in last three weeks in #Kashmir . \n\nNoor Mohammed , a truck driver.\n\nHe didn't die due to firi\xe2\x80\xa6 https://t.co/Rw5HuYsF6R"""
3061,-1,"b'Truck driver Noor Mohammed Dar resident of Bhijbhera was  hit by stone thrown from a lane at Bhijbhera, The stone p\xe2\x80\xa6 https://t.co/zhOCN1UzVJ'"
3062,0,b'By propping up more nationalist leaders? &amp; how many votes did Sajad Lone get? How many votes will I get if I stood\xe2\x80\xa6 https://t.co/7FfjTBb7C0'
3063,1,b'Till now I heard about love is blind but today I do understand in KASHMIR LAW IS BLIND\nHEIGHTS OF HUMAN RIGHTS VIOL\xe2\x80\xa6 https://t.co/LnDAyuG73m'
3064,1,b'@dr_rita39 It\xe2\x80\x99s not blood. Let\xe2\x80\x99s not spread fake news it affects our legitimate struggle. These are crushed red bri\xe2\x80\xa6 https://t.co/qUq0hkVxtp'
3065,-1,"b'Post July 2016,#Kashmir was brought to stand still by unruly mobs &amp; Pakistan backed separatists. \nOver 150 people d\xe2\x80\xa6 https://t.co/5OqieOryea'"
3066,-1,b'@Ritika19 @rraoind @aadharscam @Shehla_Rashid @quint Did I mention they can afford us.  I wonder why is Pakistan he\xe2\x80\xa6 https://t.co/NiwTTsu8Kg'
3067,0,b'@Ritika19 @rraoind @aadharscam @Shehla_Rashid @quint As per government there are just 200 militants right now. And\xe2\x80\xa6 https://t.co/CMzAuRCb3o'
3068,-1,"b'Foregin Affairs, External and Internal Security, building big Infra, cleaning up the economy and welfare delivery;\xe2\x80\xa6 https://t.co/yF5QYwX6Vl'"
3069,-1,b'@Rishi63085078 Regarding home they are made for Hindus not us and government homes for VIP officers like IPS SSP DS\xe2\x80\xa6 https://t.co/98oBOcheEQ'
3070,-1,b'@_pharhana time; the question of the future of Kashmir remained to be settled in some orderly fashion under relativ\xe2\x80\xa6 https://t.co/D2punOGbNj'
3071,-1,b'\xe2\x80\x98Security Forces Delete Our Footage\xe2\x80\x99: Kashmir\xe2\x80\x99s Local Journalists https://t.co/mBvEjHHxEu'
3072,1,b'Standard operating procedures of #PakArmy #COAS \n-extension in the garb of security\n-sack/jail PM\n-military coup\n-a\xe2\x80\xa6 https://t.co/53YGEwibOg'
3073,0,b'#PakArmy rules #Pakistan ceremonial cabinet \n-vested agenda in the garb of security \n-puppet govt @PTI had no choic\xe2\x80\xa6 https://t.co/wAYYKux0Vs'
3074,1,"b""If you wish you can arrest the @Shehla_Rashid, but the truth still remains that you can't kill the truth. I knew fr\xe2\x80\xa6 https://t.co/Da8JXXWCfr"""
3075,-1,b'@HartoshSinghBal @IndianPrism Kashmir needs uno security'
3076,-1,b'@diprjk @Nidhi Nothing was going to happen till aug 4. Everything was a rumour till you caged us all. You said that\xe2\x80\xa6 https://t.co/CTk7uNKwuQ'
3077,-1,b'Lot of #Kashmir based journalists &amp; activists r feeding distorted information about situation in Valley &amp; contribut\xe2\x80\xa6 https://t.co/bBw86M9JzI'
3078,0,"b'By all accounts, the security personnel manning the check-posts and barricades have been exceptionally well-behaved\xe2\x80\xa6 https://t.co/Amhl8FdlKn'"
3079,0,b'Kashmir - UNSC \n@antonioguterres - time for action to stop the genocide is now #StandWithKashmir @dwnews\nhttps://t.co/rWki4stUl6'
3080,0,b'@peaceforchange Radical mullahs from Pakistan spread all over the world for free rotis and naans.'
3081,0,b'@myntra I received this message:\nAccount Balance: Rs.400\nUse it to shop your faves &amp; get FREE SHIPPING till midnigh\xe2\x80\xa6 https://t.co/9Ra3AvYt8s'
3082,0,b'@IndiaToday @kamaljitsandhu 2nd \n\xe2\x97\x8fIf situation is normal then the government has still not end the communication sh\xe2\x80\xa6 https://t.co/CB3m7RHUkJ'
3083,0,b'@Sm4bjp @ashoswai All the money comes from bjp.. So anybody targeting bjp must b doing it out of his free will or c\xe2\x80\xa6 https://t.co/BS5lv5i0mQ'
3084,0,b'@Shehla_Rashid I hope you are good and free?'
3085,0,b'Freedom of press has been held at the gun point in Kashmir. The world has to take cognizance. Aasif and many more a\xe2\x80\xa6 https://t.co/Tgxsn8SSv1'
3086,0,b'Freedom of press has been held at the gun point in Kashmir. The world has to take cognizance. Aasif and many more a\xe2\x80\xa6 https://t.co/W4KU8Va6lg'
3087,1,b'@ZeeMohamed_ @libertariandesi But some people see Halal as a cruel way of killing an animal. Should they have a cru\xe2\x80\xa6 https://t.co/5szicBh9KR'
3088,0,"b""@KhajuriaManu So please feel free to completely break from the Kashmiri hegemony. I'm not responsible for Majoritar\xe2\x80\xa6 https://t.co/jwM7KT7n6x"""
3089,0,"b'#ParleG is getting ""free ka marketing"", they have around 2500-5000 employees, They are facing stiff competition fro\xe2\x80\xa6 https://t.co/joh0YVrpVo'"
3090,0,"b'@IbnKhayyam @AzaadiKashmir What a courageous lady? \nBut why all this pain, insulin was available in whole of kashmi\xe2\x80\xa6 https://t.co/GHxQB2YPlO'"
3091,1,b'@StateDept @SecPompeo If we get free we can provide you army base'
3092,0,b'@thenarayan_ @deepsealioness those who think they can buy land in Kashmir please come we will give you land free of\xe2\x80\xa6 https://t.co/SV7Zik1X0H'
3093,0,b'#Delhi Humid but free.....! Out of cage #Kashmir'
3094,0,b'@AyaIsleemEn Wait in sha Allah we get free then we are coming for Gaza peace'
3095,1,b'@GabbbarSingh That is common thing among politicians....show me a single politician who is evil free....'
3096,-1,b'@engineer_hu_bey @parikshitmehta @FatmaMu66724878 @ANI @ImranKhanPTI @OfficialDGISPR @ARYNEWSOFFICIAL @BDUTT @UN\xe2\x80\xa6 https://t.co/HchBBifXJU'
3097,-1,"b""@Rishi63085078 There is no such thing. This money newer comes to people. They don't make a home.\nThe amount written\xe2\x80\xa6 https://t.co/SzI5kJafcI"""
3098,-1,b'@Rishi63085078 All funds come from state of Jammu and kashmir we too have tax payers central funds go to organizati\xe2\x80\xa6 https://t.co/mok1Ccqyh8'
3099,-1,b'@Rishi63085078 Lad which school you are talking about? I went to a private school where my parents payed fee themse\xe2\x80\xa6 https://t.co/qF1n2oTy8s'
3100,0,b'If the world is free then why Kashmir is imprisoned \n#UnlockKashmirToBreath'
3101,0,b'@Shehla_Rashid oh so you clarify that you all are unpaid interns\xf0\x9f\x98\x82 and working only for experience(religious propaga\xe2\x80\xa6 https://t.co/ddNcdepSOt'
3102,-1,"b""@bharatjoshi2911 @Prayawale @Ash25606643 @svaradarajan @thewire_in Sir it is there, but the difference is Pak's arg\xe2\x80\xa6 https://t.co/iOXzoQ5Nl0"""
3103,1,b'@free_thinker @republic I think fake news anchors must get at least 50 hours detention'
3104,0,b'This video is being circulated in WhatsApp also. Don\xe2\x80\x99t know whether this is old or new. There is no confirmation as\xe2\x80\xa6 https://t.co/0o8NvziLs4'
3105,-1,b'@yaaaaaarrr @XPD154_ @ImranKhanPTI @OfficialDGISPR  both are free...they will update you..on Twitter'
3106,0,"b""@ashoktewari @sonaliranade Stop being a troll. We don't have a society/government/judiciary that respects free spee\xe2\x80\xa6 https://t.co/4gEPepe16M"""
3107,0,"b'Free your political prisoners\nStop this vengeance system of government, and embrace love and unity.\nYour nepotistic\xe2\x80\xa6 https://t.co/sEHh2Rw5dS'"
3108,-1,b'@free_kashmirr Exhange figures in restoration order. Will check if some local issue bro\n\nThis was the msg to me from Dc sgr'
3109,0,"b'And Here We Thought World Had A Good Leadership Post #hitler Era,Then I Opened The Books Of History \xf0\x9f\x98\x81\xf0\x9f\x98\x81 And Found\xe2\x80\xa6 https://t.co/R6Le4Ki4oi'"
3110,-1,b'@BholaNath_BSF @rajnathsingh @amritabhinder Now I am referring to Iok  as after abolition of 35a/370 it brings the\xe2\x80\xa6 https://t.co/XzHiaUlw3E'
